CONSECUTIVO,LETRA,CATALOG_KEY,NOMBRE,DIA_CRONICOS,DIA_CAINFANTIL,LSEX,LINF,LSUP,CLAVE_PROGRAMA_SIS,CLAVE_CAPITULO ,CAPITULO ,ES_SUIVE_MORB ,EPI_CLAVE ,EPI_CLAVE_DESC 2024,TIPO_PERSONAL_1VEZ_CE,TIPO_PERSONAL_SUBSEC_CE,VALIDO_SM,VALIDO_SB,VALIDO_PF
8552,U,U119,"NECESIDAD DE INMUNIZACIÓN CONTRA LA COVID-19, NO ESPECIFICADA",NO,NO,NO,NO,NO,3,XXII,CAUSAS PARA PROPOSITOS ESPECIALES,SI,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
8553,U,U129,"VACUNAS COVID-19 QUE CAUSAN EFECTOS ADVERSOS EN SU USO TERAPÉUTICO, NO ESPECIFICADA",NO,NO,NO,NO,NO,3,XXII,CAUSAS PARA PROPOSITOS ESPECIALES,SI,NO,NO,"1,2,3,4,9,19,24,29,5,6","1,2,3,4,9,19,24,29,20,5,6",NO,NO,NO
8554,U,U600,MORDEDURA DE SERPIENTE DE CASCABEL,NO,NO,NO,NO,NO,3,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",SI,227,INTOXICACION POR PONZOÑA DE ANIMALES,"1,2,3,4,9,19,24,29,7,8,20,5,6,11,21,22,25,27","1,2,3,4,9,19,24,29,7,8,20,5,6,11,21,22,25,27",NO,NO,NO
8555,U,U601,"MORDEDURA DE SERPIENTE CORAL, CORALILLO",NO,NO,NO,NO,NO,3,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",SI,228,INTOXICACION POR PONZOÑA DE ANIMALES,"1,2,3,4,9,19,24,29,7,8,20,5,6,11,21,22,25,27","1,2,3,4,9,19,24,29,7,8,20,5,6,11,21,22,25,27",NO,NO,NO
8556,U,U602,"MORDEDURA DE ARAÑA, VIUDA NEGRA",NO,NO,NO,NO,NO,3,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",SI,220,INTOXICACION POR PONZOÑA DE ANIMALES,"1,2,3,4,9,19,24,29,7,8,20,5,6,11,21,22,25,27","1,2,3,4,9,19,24,29,7,8,20,5,6,11,21,22,25,27",NO,NO,NO
8557,U,U603,"MORDEDURA DE ARAÑA, VIOLINISTA",NO,NO,NO,NO,NO,3,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",SI,221,INTOXICACION POR PONZOÑA DE ANIMALES,"1,2,3,4,9,19,24,29,7,8,20,5,6,11,21,22,25,27","1,2,3,4,9,19,24,29,7,8,20,5,6,11,21,22,25,27",NO,NO,NO
8558,U,U604,PICADURA DE ABEJA,NO,NO,NO,NO,NO,3,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",SI,223,INTOXICACION POR PONZOÑA DE ANIMALES,"1,2,3,4,9,19,24,29,7,8,20,5,6,11,21,22,25,27","1,2,3,4,9,19,24,29,7,8,20,5,6,11,21,22,25,27",NO,NO,NO
8559,U,U605,PICADURA DE AVISPA,NO,NO,NO,NO,NO,3,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",SI,224,INTOXICACION POR PONZOÑA DE ANIMALES,"1,2,3,4,9,19,24,29,7,8,20,5,6,11,21,22,25,27","1,2,3,4,9,19,24,29,7,8,20,5,6,11,21,22,25,27",NO,NO,NO
8560,U,U608,"OTRA PICADURA, MORDEDURA DE ANIMAL PONZOÑOSO ESPECIFICADA",NO,NO,NO,NO,NO,3,XIX,"TRAUMATISMOS, ENVENENAMIENTOS Y ALGUNAS OTRAS CONSECUENCIAS DE CAUSAS EXTERNAS",SI,226,INTOXICACION POR PONZOÑA DE ANIMALES,"1,2,3,4,9,19,24,29,7,8,20,5,6,11,21,22,25,27","1,2,3,4,9,19,24,29,7,8,20,5,6,11,21,22,25,27",NO,NO,NO
8561,U,U940,INTOXICACIÓN ACCIDENTAL (NO INTENCIONAL) POR CONSUMO DE FENTANILO,NO,NO,NO,NO,NO,3,XXII,CAUSAS PARA PROPOSITOS ESPECIALES,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",SI,NO,NO
8562,U,U941,"INTOXICACIÓN INTENCIONAL AUTOINFLIGIDA, POR CONSUMO DE FENTANILO",NO,NO,NO,NO,NO,4,XXII,CAUSAS PARA PROPOSITOS ESPECIALES,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",SI,NO,NO
8563,U,U942,INTOXICACIÓN POR FENTANILO COMO AGRESIÓN GENERADA POR UN TERCERO,NO,NO,NO,NO,NO,5,XXII,CAUSAS PARA PROPOSITOS ESPECIALES,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",SI,NO,NO
8564,U,U943,INTOXICACIÓN POR FENTANILO COMO REACCIÓN ADVERSA,NO,NO,NO,NO,NO,6,XXII,CAUSAS PARA PROPOSITOS ESPECIALES,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",SI,NO,NO
8565,U,U949,INTOXICACIÓN POR FENTANILO INTENCIONALIDAD POR DETERMINAR (BAJO INVESTIGACIÓN) O NO DETERMINADA,NO,NO,NO,NO,NO,7,XXII,CAUSAS PARA PROPOSITOS ESPECIALES,NO,NO,NO,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",SI,NO,NO
8566,U,U95X,INTOXICACIÓN ALIMENTARIA POR MAREA ROJA,NO,NO,NO,NO,NO,3,XXII,CAUSAS PARA PROPOSITOS ESPECIALES,SI,502,MAREA ROJA,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
8567,U,U96X,INTOXICACIÓN ALIMENTARIA POR CLENBUTEROL,NO,NO,NO,NO,NO,3,XXII,CAUSAS PARA PROPOSITOS ESPECIALES,SI,503,INTOXICACION POR CLENBUTEROL,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
8568,U,U97X,ENFERMEDED FEBRIL EXANTEMÁTICA,NO,NO,NO,NO,NO,1,XXII,CAUSAS PARA PROPOSITOS ESPECIALES,SI,64,ENFERMEDAD FEBRIL EXANTEMATICA,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
8569,U,U98X,PARÁLISIS FLÁCIDA AGUDA,NO,NO,NO,NO,NO,3,XXII,CAUSAS PARA PROPOSITOS ESPECIALES,SI,66,PARALISIS FLACIDA AGUDA,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
8570,U,U99X,SÍNDROME COQUELUCHOIDE,NO,NO,NO,NO,NO,1,XXII,CAUSAS PARA PROPOSITOS ESPECIALES,SI,98,SINDROME COQUELUCHOIDE,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
8571,W,W538,"MORDEDURA DE RATA, OTRO LUGAR ESPECIFICADO",NO,NO,NO,NO,NO,3,XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,NO,NO,NO,"1,2,3,4,5,6,9,11,19,20,22,24,25,27,29","1,2,3,4,5,6,9,11,19,20,22,24,25,27,29",NO,NO,NO
8572,W,W539,"MORDEDURA DE RATA, LUGAR NO ESPECIFICADO",NO,NO,NO,NO,NO,3,XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,NO,NO,NO,"1,2,3,4,5,6,9,11,19,20,22,24,25,27,29","1,2,3,4,5,6,9,11,19,20,22,24,25,27,29",NO,NO,NO
8573,W,W540,"MORDEDURA O ATAQUE DE PERRO, VIVIENDA",NO,NO,NO,NO,NO,3,XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,SI,126,MORDEDURAS POR PERRO,"1,2,3,4,5,6,9,11,19,20,22,24,25,27,29","1,2,3,4,5,6,9,11,19,20,22,24,25,27,29",NO,NO,NO
8574,W,W541,"MORDEDURA O ATAQUE DE PERRO, INSTITUCIÓN RESIDENCIAL",NO,NO,NO,NO,NO,3,XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,SI,126,MORDEDURAS POR PERRO,"1,2,3,4,5,6,9,11,19,20,22,24,25,27,29","1,2,3,4,5,6,9,11,19,20,22,24,25,27,29",NO,NO,NO
8575,W,W542,"MORDEDURA O ATAQUE DE PERRO, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS",NO,NO,NO,NO,NO,3,XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,SI,126,MORDEDURAS POR PERRO,"1,2,3,4,5,6,9,11,19,20,22,24,25,27,29","1,2,3,4,5,6,9,11,19,20,22,24,25,27,29",NO,NO,NO
8576,W,W543,"MORDEDURA O ATAQUE DE PERRO, ÁREAS DE DEPORTE Y ATLETISMO",NO,NO,NO,NO,NO,3,XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,SI,126,MORDEDURAS POR PERRO,"1,2,3,4,5,6,9,11,19,20,22,24,25,27,29","1,2,3,4,5,6,9,11,19,20,22,24,25,27,29",NO,NO,NO
8577,W,W544,"MORDEDURA O ATAQUE DE PERRO, CALLES Y CARRETERAS",NO,NO,NO,NO,NO,3,XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,SI,126,MORDEDURAS POR PERRO,"1,2,3,4,5,6,9,11,19,20,22,24,25,27,29","1,2,3,4,5,6,9,11,19,20,22,24,25,27,29",NO,NO,NO
8578,W,W545,"MORDEDURA O ATAQUE DE PERRO, COMERCIO Y ÁREA DE SERVICIOS",NO,NO,NO,NO,NO,3,XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,SI,126,MORDEDURAS POR PERRO,"1,2,3,4,5,6,9,11,19,20,22,24,25,27,29","1,2,3,4,5,6,9,11,19,20,22,24,25,27,29",NO,NO,NO
8579,W,W546,"MORDEDURA O ATAQUE DE PERRO, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN",NO,NO,NO,NO,NO,3,XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,SI,126,MORDEDURAS POR PERRO,"1,2,3,4,5,6,9,11,19,20,22,24,25,27,29","1,2,3,4,5,6,9,11,19,20,22,24,25,27,29",NO,NO,NO
8580,W,W547,"MORDEDURA O ATAQUE DE PERRO, GRANJA",NO,NO,NO,NO,NO,3,XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,SI,126,MORDEDURAS POR PERRO,"1,2,3,4,5,6,9,11,19,20,22,24,25,27,29","1,2,3,4,5,6,9,11,19,20,22,24,25,27,29",NO,NO,NO
8581,W,W548,"MORDEDURA O ATAQUE DE PERRO, OTRO LUGAR ESPECIFICADO",NO,NO,NO,NO,NO,3,XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,SI,126,MORDEDURAS POR PERRO,"1,2,3,4,5,6,9,11,19,20,22,24,25,27,29","1,2,3,4,5,6,9,11,19,20,22,24,25,27,29",NO,NO,NO
8582,W,W549,"MORDEDURA O ATAQUE DE PERRO, LUGAR NO ESPECIFICADO",NO,NO,NO,NO,NO,3,XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,SI,126,MORDEDURAS POR PERRO,"1,2,3,4,5,6,9,11,19,20,22,24,25,27,29","1,2,3,4,5,6,9,11,19,20,22,24,25,27,29",NO,NO,NO
8583,W,W550,"MORDEDURA O ATAQUE DE OTROS MAMÍFEROS, VIVIENDA",NO,NO,NO,NO,NO,3,XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,SI,132,MORDEDURAS POR OTROS MAMIFEROS,"1,2,3,4,5,6,9,11,19,20,22,24,25,27,29","1,2,3,4,5,6,9,11,19,20,22,24,25,27,29",NO,NO,NO
8584,W,W551,"MORDEDURA O ATAQUE DE OTROS MAMÍFEROS, INSTITUCIÓN RESIDENCIAL",NO,NO,NO,NO,NO,3,XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,SI,132,MORDEDURAS POR OTROS MAMIFEROS,"1,2,3,4,5,6,9,11,19,20,22,24,25,27,29","1,2,3,4,5,6,9,11,19,20,22,24,25,27,29",NO,NO,NO
8585,W,W552,"MORDEDURA O ATAQUE DE OTROS MAMÍFEROS, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS",NO,NO,NO,NO,NO,3,XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,SI,132,MORDEDURAS POR OTROS MAMIFEROS,"1,2,3,4,5,6,9,11,19,20,22,24,25,27,29","1,2,3,4,5,6,9,11,19,20,22,24,25,27,29",NO,NO,NO
8586,W,W553,"MORDEDURA O ATAQUE DE OTROS MAMÍFEROS, ÁREAS DE DEPORTE Y ATLETISMO",NO,NO,NO,NO,NO,3,XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,SI,132,MORDEDURAS POR OTROS MAMIFEROS,"1,2,3,4,5,6,9,11,19,20,22,24,25,27,29","1,2,3,4,5,6,9,11,19,20,22,24,25,27,29",NO,NO,NO
8587,W,W554,"MORDEDURA O ATAQUE DE OTROS MAMÍFEROS, CALLES Y CARRETERAS",NO,NO,NO,NO,NO,3,XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,SI,132,MORDEDURAS POR OTROS MAMIFEROS,"1,2,3,4,5,6,9,11,19,20,22,24,25,27,29","1,2,3,4,5,6,9,11,19,20,22,24,25,27,29",NO,NO,NO
8588,W,W555,"MORDEDURA O ATAQUE DE OTROS MAMÍFEROS, COMERCIO Y ÁREA DE SERVICIOS",NO,NO,NO,NO,NO,3,XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,SI,132,MORDEDURAS POR OTROS MAMIFEROS,"1,2,3,4,5,6,9,11,19,20,22,24,25,27,29","1,2,3,4,5,6,9,11,19,20,22,24,25,27,29",NO,NO,NO
8589,W,W556,"MORDEDURA O ATAQUE DE OTROS MAMÍFEROS, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN",NO,NO,NO,NO,NO,3,XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,SI,132,MORDEDURAS POR OTROS MAMIFEROS,"1,2,3,4,5,6,9,11,19,20,22,24,25,27,29","1,2,3,4,5,6,9,11,19,20,22,24,25,27,29",NO,NO,NO
8590,W,W557,"MORDEDURA O ATAQUE DE OTROS MAMÍFEROS, GRANJA",NO,NO,NO,NO,NO,3,XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,SI,132,MORDEDURAS POR OTROS MAMIFEROS,"1,2,3,4,5,6,9,11,19,20,22,24,25,27,29","1,2,3,4,5,6,9,11,19,20,22,24,25,27,29",NO,NO,NO
8591,W,W558,"MORDEDURA O ATAQUE DE OTROS MAMÍFEROS, OTRO LUGAR ESPECIFICADO",NO,NO,NO,NO,NO,3,XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,SI,132,MORDEDURAS POR OTROS MAMIFEROS,"1,2,3,4,5,6,9,11,19,20,22,24,25,27,29","1,2,3,4,5,6,9,11,19,20,22,24,25,27,29",NO,NO,NO
8592,W,W559,"MORDEDURA O ATAQUE DE OTROS MAMÍFEROS, LUGAR NO ESPECIFICADO",NO,NO,NO,NO,NO,3,XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,SI,132,MORDEDURAS POR OTROS MAMIFEROS,"1,2,3,4,5,6,9,11,19,20,22,24,25,27,29","1,2,3,4,5,6,9,11,19,20,22,24,25,27,29",NO,NO,NO
8593,W,W578,"MORDEDURA O PICADURA DE INSECTOS Y OTROS ARTRÓPODOS NO VENENOSOS, OTRO LUGAR ESPECIFICADO",NO,NO,NO,NO,NO,3,XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,NO,NO,NO,"1,2,3,4,5,6,9,11,19,20,22,24,25,27,29","1,2,3,4,5,6,9,11,19,20,22,24,25,27,29",NO,NO,NO
8594,W,W579,"MORDEDURA O PICADURA DE INSECTOS Y OTROS ARTRÓPODOS NO VENENOSOS, LUGAR NO ESPECIFICADO",NO,NO,NO,NO,NO,3,XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,NO,NO,NO,"1,2,3,4,5,6,9,11,19,20,22,24,25,27,29","1,2,3,4,5,6,9,11,19,20,22,24,25,27,29",NO,NO,NO
8595,W,W588,"MORDEDURA O ATAQUE DE COCODRILO O CAIMÁN, OTRO LUGAR ESPECIFICADO",NO,NO,NO,NO,NO,3,XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,NO,NO,NO,"1,2,3,4,5,6,9,11,19,20,22,24,25,27,29","1,2,3,4,5,6,9,11,19,20,22,24,25,27,29",NO,NO,NO
8596,W,W589,"MORDEDURA O ATAQUE DE COCODRILO O CAIMÁN, LUGAR NO ESPECIFICADO",NO,NO,NO,NO,NO,3,XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,NO,NO,NO,"1,2,3,4,5,6,9,11,19,20,22,24,25,27,29","1,2,3,4,5,6,9,11,19,20,22,24,25,27,29",NO,NO,NO
8597,W,W598,"MORDEDURA O APLASTAMIENTO POR OTROS REPTILES, OTRO LUGAR ESPECIFICADO",NO,NO,NO,NO,NO,3,XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,NO,NO,NO,"1,2,3,4,5,6,9,11,19,20,22,24,25,27,29","1,2,3,4,5,6,9,11,19,20,22,24,25,27,29",NO,NO,NO
8598,W,W599,"MORDEDURA O APLASTAMIENTO POR OTROS REPTILES, LUGAR NO ESPECIFICADO",NO,NO,NO,NO,NO,3,XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,NO,NO,NO,"1,2,3,4,5,6,9,11,19,20,22,24,25,27,29","1,2,3,4,5,6,9,11,19,20,22,24,25,27,29",NO,NO,NO
8599,X,X200,"CONTACTO TRAUMÁTICO CON SERPIENTES Y LAGARTOS VENENOSOS, VIVIENDA",NO,NO,NO,NO,NO,3,XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,SI,229,MORDEDURA POR SERPIENTE,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
8600,X,X201,"CONTACTO TRAUMÁTICO CON SERPIENTES Y LAGARTOS VENENOSOS, INSTITUCIÓN RESIDENCIAL",NO,NO,NO,NO,NO,3,XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,SI,229,MORDEDURA POR SERPIENTE,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
8601,X,X202,"CONTACTO TRAUMÁTICO CON SERPIENTES Y LAGARTOS VENENOSOS, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS",NO,NO,NO,NO,NO,3,XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,SI,229,MORDEDURA POR SERPIENTE,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
8602,X,X203,"CONTACTO TRAUMÁTICO CON SERPIENTES Y LAGARTOS VENENOSOS, ÁREAS DE DEPORTE Y ATLETISMO",NO,NO,NO,NO,NO,3,XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,SI,229,MORDEDURA POR SERPIENTE,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
8603,X,X204,"CONTACTO TRAUMÁTICO CON SERPIENTES Y LAGARTOS VENENOSOS, CALLES Y CARRETERAS",NO,NO,NO,NO,NO,3,XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,SI,229,MORDEDURA POR SERPIENTE,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
8604,X,X205,"CONTACTO TRAUMÁTICO CON SERPIENTES Y LAGARTOS VENENOSOS, COMERCIO Y ÁREA DE SERVICIOS",NO,NO,NO,NO,NO,3,XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,SI,229,MORDEDURA POR SERPIENTE,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
8605,X,X206,"CONTACTO TRAUMÁTICO CON SERPIENTES Y LAGARTOS VENENOSOS, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN",NO,NO,NO,NO,NO,3,XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,SI,229,MORDEDURA POR SERPIENTE,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
8606,X,X207,"CONTACTO TRAUMÁTICO CON SERPIENTES Y LAGARTOS VENENOSOS, GRANJA",NO,NO,NO,NO,NO,3,XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,SI,229,MORDEDURA POR SERPIENTE,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
8607,X,X208,"CONTACTO TRAUMÁTICO CON SERPIENTES Y LAGARTOS VENENOSOS, OTRO LUGAR ESPECIFICADO",NO,NO,NO,NO,NO,3,XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,SI,229,MORDEDURA POR SERPIENTE,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
8608,X,X209,"CONTACTO TRAUMÁTICO CON SERPIENTES Y LAGARTOS VENENOSOS, LUGAR NO ESPECIFICADO",NO,NO,NO,NO,NO,3,XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,SI,229,MORDEDURA POR SERPIENTE,"1,2,3,4,9,19,24,29,5,6","1,2,3,4,9,19,24,29,20,5,6",NO,NO,NO
8609,X,X210,"CONTACTO TRAUMÁTICO CON ARAÑAS VENENOSAS, VIVIENDA",NO,NO,NO,NO,NO,3,XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,SI,222,INTOXICACION POR PONZOÑA DE ANIMALES,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
8610,X,X211,"CONTACTO TRAUMÁTICO CON ARAÑAS VENENOSAS, INSTITUCIÓN RESIDENCIAL",NO,NO,NO,NO,NO,3,XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,SI,222,INTOXICACION POR PONZOÑA DE ANIMALES,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
8611,X,X212,"CONTACTO TRAUMÁTICO CON ARAÑAS VENENOSAS, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS",NO,NO,NO,NO,NO,3,XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,SI,222,INTOXICACION POR PONZOÑA DE ANIMALES,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
8612,X,X213,"CONTACTO TRAUMÁTICO CON ARAÑAS VENENOSAS, ÁREAS DE DEPORTE Y ATLETISMO",NO,NO,NO,NO,NO,3,XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,SI,222,INTOXICACION POR PONZOÑA DE ANIMALES,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
8613,X,X214,"CONTACTO TRAUMÁTICO CON ARAÑAS VENENOSAS, CALLES Y CARRETERAS",NO,NO,NO,NO,NO,3,XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,SI,222,INTOXICACION POR PONZOÑA DE ANIMALES,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
8614,X,X215,"CONTACTO TRAUMÁTICO CON ARAÑAS VENENOSAS, COMERCIO Y ÁREA DE SERVICIOS",NO,NO,NO,NO,NO,3,XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,SI,222,INTOXICACION POR PONZOÑA DE ANIMALES,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
8615,X,X216,"CONTACTO TRAUMÁTICO CON ARAÑAS VENENOSAS, ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN",NO,NO,NO,NO,NO,3,XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,SI,222,INTOXICACION POR PONZOÑA DE ANIMALES,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
8616,X,X217,"CONTACTO TRAUMÁTICO CON ARAÑAS VENENOSAS, GRANJA",NO,NO,NO,NO,NO,3,XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,SI,222,INTOXICACION POR PONZOÑA DE ANIMALES,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
8617,X,X218,"CONTACTO TRAUMÁTICO CON ARAÑAS VENENOSAS, OTRO LUGAR ESPECIFICADO",NO,NO,NO,NO,NO,3,XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,SI,222,INTOXICACION POR PONZOÑA DE ANIMALES,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29",NO,NO,NO
8618,X,X219,"CONTACTO TRAUMÁTICO CON ARAÑAS VENENOSAS, LUGAR NO ESPECIFICADO",NO,NO,NO,NO,NO,3,XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,SI,222,INTOXICACION POR PONZOÑA DE ANIMALES,"1,2,3,4,9,19,24,29","1,2,3,4,9,19,24,29,20,5,6",NO,NO,NO
8619,X,X220,"CONTACTO TRAUMÁTICO CON ESCORPIÓN, VIVIENDA",NO,NO,NO,NO,NO,3,XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,SI,94,INTOXICACION POR PICADURA DE ALACRAN,"1,2,3,4,5,6,9,11,19,20,22,24,25,27,29","1,2,3,4,5,6,9,11,19,20,22,24,25,27,29",NO,NO,NO
8620,X,X221,"CONTACTO TRAUMÁTICO CON ESCORPIÓN, INSTITUCIÓN RESIDENCIAL",NO,NO,NO,NO,NO,3,XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,SI,94,INTOXICACION POR PICADURA DE ALACRAN,"1,2,3,4,5,6,9,11,19,20,22,24,25,27,29","1,2,3,4,5,6,9,11,19,20,22,24,25,27,29",NO,NO,NO
8621,X,X222,"CONTACTO TRAUMÁTICO CON ESCORPIÓN, ESCUELAS, OTRAS INSTITUCIONES Y ÁREAS ADMINISTRATIVAS PÚBLICAS",NO,NO,NO,NO,NO,3,XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,SI,94,INTOXICACION POR PICADURA DE ALACRAN,"1,2,3,4,5,6,9,11,19,20,22,24,25,27,29","1,2,3,4,5,6,9,11,19,20,22,24,25,27,29",NO,NO,NO
8622,X,X223,"CONTACTO TRAUMÁTICO CON ESCORPIÓN, ÁREAS DE DEPORTE Y ATLETISMO",NO,NO,NO,NO,NO,3,XX,CAUSAS EXTERNAS DE MORBILIDAD Y MORTALIDAD,SI,94,INTOXICACION POR PICADURA DE ALACRAN,"1,2,3,4,5,6,9,11,19,20,22,24,25,27,29","1,2,3,4,5,6,9,11,19,20,22,24,25,27,29",NO,NO,NO
