clues,sub_abreviacion,tip_abreviacion,nombre_unidad,en_operacion,id_entidad_federativa,tipo_unidad,institucion
QRIMB001372,99,A,CENTRO DE SALUD RURAL SAN MARTINIANO,1,23,1,IMB
QRIMB001384,99,A,CENTRO DE SALUD RURAL SOLFERINO,1,23,1,IMB
QRIMB001396,99,A,CENTRO DE SALUD RURAL EL TINTAL,1,23,1,IMB
QRIMB001401,99,A,CENTRO DE SALUD RURAL TRES REYES,1,23,1,IMB
QRIMB001413,99,A,CENTRO DE SALUD RURAL NUEVO VALLADOLID,1,23,1,IMB
QRIMB001425,99,A,CENTRO DE SALUD RURAL IGNACIO ZARAGOZA,1,23,1,IMB
QRIMB001430,99,E,CENTRO DE SALUD URBANO 01 PLAYA DEL CARMEN,1,23,1,IMB
QRIMB001442,99,F,CENTRO DE SALUD URBANO 02 PLAYA DEL CARMEN,1,23,1,IMB
QRIMB001454,99,A,CENTRO DE SALUD RURAL CHANCHEN PRIMERO,1,23,1,IMB
QRIMB001466,99,A,CENTRO DE SALUD RURAL COBÁ,1,23,1,IMB
QRIMB001471,99,A,CENTRO DE SALUD RURAL SAN SILVERIO,1,23,1,IMB
QRIMB001483,99,F,CENTRO DE SALUD URBANO TULUM,1,23,1,IMB
QRIMB001495,99,A,CENTRO DE SALUD RURAL YALCHÉN,1,23,1,IMB
QRIMB001500,99,E,CENTRO DE SALUD URBANO 01 COZUMEL,1,23,1,IMB
QRIMB001512,99,E,CENTRO DE SALUD URBANO 02 COZUMEL,1,23,1,IMB
QRIMB001524,99,A,CENTRO DE SALUD RURAL EL TESORO,1,23,1,IMB
QRIMB001536,99,A,CENTRO DE SALUD RURAL FELIPE ÁNGELES,1,23,1,IMB
QRIMB001541,99,A,CENTRO DE SALUD RURAL MANUEL CRESENCIO REJÓN,1,23,1,IMB
QRIMB001553,99,A,CENTRO DE SALUD RURAL NUEVO VERACRUZ,1,23,1,IMB
QRIMB001565,99,F,CENTRO DE SALUD URBANO LAS AMÉRICAS,1,23,1,IMB
QRIMB001570,99,F,CENTRO DE SALUD URBANO 02 FELIPE CARRILLO PUERTO,1,23,1,IMB
QRIMB001582,99,N,HOSPITAL INTEGRAL DE ISLA MUJERES,1,23,2,IMB
QRIMB001594,99,E,CENTRO DE SALUD URBANO CARIBE,1,23,1,IMB
QRIMB001606,99,O,HOSPITAL DE ONCOLOGÍA IMSS-BIENESTAR CHETUMAL,1,23,2,IMB
QRIMB001611,99,N,HOSPITAL IMSS-BIENESTAR NICOLÁS BRAVO,1,23,2,IMB
QRIMB001623,99,N,HOSPITAL IMSS-BIENESTAR TULUM,1,23,2,IMB
QRIMB001635,99,B,CENTRO DE SALUD RURAL XUL-HA,1,23,1,IMB
QRIMB001640,99,D,CENTRO DE SALUD RURAL JUAN SARABIA,1,23,1,IMB
QRIMB001652,99,B,CENTRO DE SALUD RURAL UCUM,1,23,1,IMB
QRIMB001664,99,F,CENTRO DE SALUD URBANO 07 CHETUMAL,1,23,1,IMB
QRIMB001676,99,A,CENTRO DE SALUD RURAL CHACCHOBEN,1,23,1,IMB
QRIMB001681,99,A,CENTRO DE SALUD RURAL CAOBAS,1,23,1,IMB
QRIMB001693,99,E,CENTRO DE SALUD RURAL DZIUCHÉ,1,23,1,IMB
QRIMB001705,99,F,CENTRO DE SALUD RURAL CHUNHUHUB,1,23,1,IMB
QRIMB001710,99,A,CENTRO DE SALUD RURAL DE RÍO ESCONDIDO,1,23,1,IMB
QRIMB001722,99,A,CENTRO DE SALUD RURAL DE NUEVO JERUSALÉN,1,23,1,IMB
QRIMB001734,99,F,CENTRO DE SALUD URBANO ALFREDO V. BONFIL,1,23,1,IMB
QRIMB001746,99,A,CENTRO DE SALUD RURAL DE LAGUNA GUERRERO,1,23,1,IMB
QRIMB001751,99,A,CENTRO DE SALUD RURAL NARANJAL ORIENTE,1,23,1,IMB
QRIMB001763,99,G,CENTRO DE SALUD URBANO 16 CANCÚN,1,23,1,IMB
QRIMB001775,99,A,CENTRO DE SALUD RURAL ADOLFO LÓPEZ MATEOS,1,23,1,IMB
QRIMB001780,99,E,CENTRO DE SALUD URBANO 01 EJIDO ISLA MUJERES FRANJA CONTINENTAL,1,23,1,IMB
QRIMB001792,UNE15,UNE,UNEME CECOSAMA COZUMEL,1,23,1,IMB
QRIMB001804,UNE04,UNE,UNEME SORID FELIPE CARRILLO PUERTO,1,23,1,IMB
QRIMB001816,UNE15,UNE,UNEME CECOSAMA FELIPE CARRILLO PUERTO,1,23,1,IMB
QRIMB001821,UNE01,UNE,UNEME CISAME CHETUMAL,1,23,1,IMB
QRIMB001833,UNE15,UNE,UNEME CECOSAMA CHETUMAL,1,23,1,IMB
QRIMB001845,UNE04,UNE,UNEME SORID CHETUMAL,1,23,1,IMB
QRIMB001850,UNE01,UNE,UNEME CISAME CANCÚN,1,23,1,IMB
QRIMB001862,UNE15,UNE,UNEME CECOSAMA CANCÚN REGIÓN 221,1,23,1,IMB
QRIMB001874,UNE04,UNE,UNEME SORID CANCÚN,1,23,1,IMB
QRIMB001886,UNE15,UNE,UNEME CECOSAMA CANCÚN REGIÓN 516,1,23,1,IMB
QRIMB001891,UNE15,UNE,UNEME CECOSAMA JOSÉ MARÍA MORELOS,1,23,1,IMB
QRIMB001903,UNE15,UNE,UNEME CECOSAMA PLAYA DEL CARMEN,1,23,1,IMB
QRIMB001915,99,E,CENTRO DE SALUD RURAL JAVIER ROJO GÓMEZ,1,23,1,IMB
QRIMB001920,UNE15,UNE,UNEME CECOSAMA TULUM,1,23,1,IMB
QRIMB001932,99,A,CENTRO DE SALUD RURAL LA PANTERA,1,23,1,IMB
QRIMB001944,99,A,CENTRO DE SALUD RURAL TIXCACAL GUARDIA,1,23,1,IMB
QRIMB001956,99,M,HOSPITAL GENERAL DE PLAYA DEL CARMEN,1,23,2,IMB
QRIMB001961,99,F,CENTRO DE SALUD URBANO CALDERITAS,1,23,1,IMB
QRIMB001973,99,M,HOSPITAL GENERAL DE CANCÚN DR. JESÚS KUMATE RODRÍGUEZ,1,23,2,IMB
QRIMB001985,99,A,CENTRO DE SALUD RURAL PUERTO ARTURO,1,23,1,IMB
QRIMB001990,99,A,CENTRO DE SALUD RURAL SAN ÁNGEL,1,23,1,IMB
QRIMB002002,99,A,CENTRO DE SALUD RURAL EL CEDRAL,1,23,1,IMB
QRSMM000170,99,99,CENTRO DE SALUD MUNICIPAL USIM (UNIDAD DE SALUD INTEGRAL LA MUJER) 28 DE JULIO,1,23,1,SMM
QRSMM000182,99,99,CENTRO DE SALUD MUNICIPAL PUERTO AVENTURAS,1,23,1,SMM
QRSMM000194,99,99,CENTRO DE SALUD MUNICIPAL NASSIM JOAQUIN IBARRA ( VILLAS DEL SOL),1,23,1,SMM
QRSMP002563,99,UM,FMEDICAL S A DE C V CONSULTA 01,1,23,1,SMP
QRSMP002575,99,UM,FMEDICAL S A DE C V CONSULTA 02,1,23,1,SMP
QRSMP002580,99,UM,FMEDICAL S A DE C V CONSULTA 03,1,23,1,SMP
QRSSA001575,99,OFI,MODULO DE TARJETAS DE SALUD Y CONTROL VENEREO DE SOLIDARIDAD,1,23,3,SSA
QRSSA001715,99,E,CENTRO DE SALUD URBANO # 3 PLAYA DEL CARMEN,1,23,1,SSA
QRSSA001720,99,P,UNIDAD MÉDICA MÓVIL CEREQUE (CARAVANA),1,23,1,SSA
QRSSA001732,99,P,UNIDAD MÉDICA MÓVIL MAPACHE (CARAVANA),1,23,1,SSA
QRSSA001785,99,LAB,LABORATORIO BIOENSAYOS,1,23,3,SSA
QRSSA001790,99,UNE,CENTRO REGIONAL DE DESARROLLO INFANTIL Y ESTIMULACION TEMPRANA (CEREDI),1,23,1,SSA
QRSSA001872,UNE03,UNE,UNEME CAPASITS CANCÚN,1,23,1,SSA
QRSSA001896,99,P,SERVICIO AMIGABLE ITINERANTE EDUSEX,1,23,1,SSA
QRSSA001901,99,OFI,SANIDAD INTERNACIONAL,1,23,3,SSA
QRSSA001913,99,OFI,SUBDIRECCIÓN DE VIGILANCIA EPIDEMIOLÓGICA,1,23,3,SSA
QRSSA002411,99,P,UNIDAD MÉDICA MÓVIL EN CÁNCER DE LA MUJER,1,23,3,SSA
QRSSA017470,UNE03,UNE,UNEME CAPASIT CHETUMAL,1,23,1,SSA
QRSSA017535,JUR01,OFI,JURISDICCIÓN SANITARIA 1,1,23,3,SSA
QRSSA017576,99,LAB,LABORATORIO JURISDICCIONAL CANCUN,1,23,3,SSA
QRSSA017593,JUR01,OFI,JURISDICCIÓN SANITARIA 2,1,23,3,SSA
QRSSA017610,JUR01,OFI,JURISDICCIÓN SANITARIA 3,1,23,3,SSA
QRSSA017634,99,P,UNIDAD MÉDICA MÓVIL TUCÁN (CARAVANA),1,23,1,SSA
QRSSA017646,99,P,UNIDAD MÉDICA MÓVIL MANATÍ (CARAVANA),1,23,1,SSA
QRSSA017663,99,P,UNIDAD MÉDICA MÓVIL VENADO (CARAVANA),1,23,1,SSA
QRSSA017692,99,P,UNIDAD MÉDICA MÓVIL TAPIR (CARAVANA),1,23,1,SSA
QRSSA017704,99,P,UNIDAD MÉDICA MÓVIL JABALÍ (CARAVANA),1,23,1,SSA
QRSSA017716,99,P,UNIDAD MÉDICA MÓVIL COLIBRÍ (CARAVANA),1,23,1,SSA
QRSSA017721,99,P,UNIDAD MÉDICA MÓVIL JAGUAR (CARAVANA),1,23,1,SSA
QRSSA017745,99,P,UNIDAD MÉDICA MÓVIL FAISÁN (CARAVANA),1,23,1,SSA
QRSSA017873,99,P,UNIDAD MÉDICA MÓVIL TIGRILLO (CARAVANA),1,23,1,SSA
QRSSA017885,99,P,UNIDAD MÉDICA MÓVIL ARMADILLO (CARAVANA),1,23,1,SSA
QRSSA017890,99,P,UNIDAD MÉDICA MÓVIL CODORNIZ (CARAVANA),1,23,1,SSA
QRSSA017902,99,P,UNIDAD MÉDICA MÓVIL GOLONDRINA (CARAVANA),1,23,1,SSA
QRSSA017914,99,P,UNIDAD MÉDICA MÓVIL CARAVANA GUACAMAYA,1,23,1,SSA
QRSSA017926,99,P,UNIDAD MÉDICA MÓVIL CARAVANA PELICANO,1,23,1,SSA
QRSSA017972,UNE11,UNE,UNEME DEDICAM CANCÚN,1,23,1,SSA
QRSSA017984,99,LAB,LABORATORIO ESTATAL DE SALUD PÚBLICA,1,23,3,SSA
QRSSA017996,EST01,OFI,OFICINAS ESTATALES,1,23,3,SSA
QRSSA018013,99,OTR_,UNIDAD DE VACUNOLOGÍA ESTATAL,1,23,3,SSA
QRSSA018025,99,OTR_,UNIDAD DE VACUNOLOGÍA JURISDICCIONAL DE FELIPE CARRILLO PUERTO,1,23,3,SSA
QRSSA018030,99,OTR_,UNIDAD DE VACUNOLOGÍA JURISDICCIONAL DE B. J.,1,23,3,SSA
QRSSA018042,UNE11,UNE,UNEME DEDICAM CHETUMAL,1,23,1,SSA
QTSSA000031,99,P,UMME AMEALCO,1,22,3,SSA
QTSSA000043,99,P,UMME APARTADERO,1,22,3,SSA
QTSSA000055,99,A,EL ATORON,1,22,1,SSA
QTSSA000060,99,A,DONICA,1,22,1,SSA
QTSSA000072,99,A,GALINDILLO,1,22,1,SSA
QTSSA000096,99,A,LA PIEDAD,1,22,1,SSA
QTSSA000101,99,A,EL RINCÓN,1,22,1,SSA
QTSSA000125,99,A,SAN JOSÉ ITHO,1,22,1,SSA
QTSSA000130,99,A,SAN PEDRO TENANGO,1,22,1,SSA
QTSSA000142,99,B,SANTIAGO MEXQUITITLAN,1,22,1,SSA
QTSSA000166,99,A,LA TORRE,1,22,1,SSA
QTSSA000171,99,A,EL BOTHE,1,22,1,SSA
QTSSA000183,99,A,CHITEJE DE GARABATO,1,22,1,SSA
QTSSA000200,99,P,UMME AGUA AMARGA,1,22,3,SSA
QTSSA000212,99,C,AHUACATLÁN DE GUADALUPE,1,22,1,SSA
QTSSA000236,99,A,BUCARELI,1,22,1,SSA
QTSSA000253,99,A,DERRAMADERO DE JUÁREZ,1,22,1,SSA
QTSSA000282,99,A,SAN GASPAR,1,22,1,SSA
QTSSA000311,99,B,SAN PEDRO ESCANELA,1,22,1,SSA
QTSSA000323,99,B,SANTA AGUEDA,1,22,1,SSA
QTSSA000352,99,A,MADROÑO,1,22,1,SSA
QTSSA000364,99,F,ARROYO SECO,1,22,1,SSA
QTSSA000376,99,P,UMME CONCA,1,22,3,SSA
QTSSA000405,99,A,LA FLORIDA,1,22,1,SSA
QTSSA000463,99,A,SANTA MARÍA DE LOS COCOS,1,22,1,SSA
QTSSA000475,99,M,HOSPITAL GENERAL CADEREYTA,1,22,2,SSA
QTSSA000480,99,G,CADEREYTA,1,22,1,SSA
QTSSA000492,99,P,UMME BOYE,1,22,3,SSA
QTSSA000521,99,A,CORRAL BLANCO,1,22,1,SSA
QTSSA000533,99,A,CHAVARRIAS,1,22,1,SSA
QTSSA000545,99,A,EL DOCTOR,1,22,1,SSA
QTSSA000550,99,A,LA ESPERANZA,1,22,1,SSA
QTSSA000562,99,A,HIGUERILLAS,1,22,1,SSA
QTSSA000574,99,A,LOS JUÁREZ,1,22,1,SSA
QTSSA000591,99,A,OCOTITLAN,1,22,1,SSA
QTSSA000603,UNE15,UNE,CENTRO COMUNITARIO DE SALUD MENTAL Y ADICCIONES EL PALMAR,1,22,1,SSA
QTSSA000620,99,B,SOMBRERETE,1,22,1,SSA
QTSSA000632,99,A,LA TINAJA,1,22,1,SSA
QTSSA000644,99,A,TZIQUIA,1,22,1,SSA
QTSSA000656,99,E,VIZARRON,1,22,1,SSA
QTSSA000673,99,B,RANCHO NUEVO,1,22,1,SSA
QTSSA000726,99,D,EL BLANCO,1,22,1,SSA
QTSSA000731,99,D,GALERAS,1,22,1,SSA
QTSSA000772,99,A,SANTA ROSA DE LIMA,1,22,1,SSA
QTSSA000784,99,B,EL ZAMORANO,1,22,1,SSA
QTSSA000796,99,A,PUERTO DEL COYOTE,1,22,1,SSA
QTSSA000830,99,I,SANTA BÁRBARA,1,22,1,SSA
QTSSA000842,99,E,LOS ÁNGELES,1,22,1,SSA
QTSSA000854,99,A,JOAQUÍN HERRERA ( LA CUEVA ),1,22,1,SSA
QTSSA000866,99,E,LOS OLVERA,1,22,1,SSA
QTSSA000883,99,F,SAN JOSÉ DE LOS OLVERA,1,22,1,SSA
QTSSA000895,99,G,EZEQUIEL MONTES,1,22,1,SSA
QTSSA000912,99,F,BERNAL,1,22,1,SSA
QTSSA000936,99,A,LAS ROSAS,1,22,1,SSA
QTSSA000953,99,I,HUIMILPAN,1,22,1,SSA
QTSSA000970,99,C,APAPATARO,1,22,1,SSA
QTSSA000994,99,A,CEJA DE BRAVO,1,22,1,SSA
QTSSA001006,99,A,LOS CUES,1,22,1,SSA
QTSSA001011,99,F,LAGUNILLAS,1,22,1,SSA
QTSSA001023,99,A,EL MILAGRO,1,22,1,SSA
QTSSA001035,99,A,LA NORIA,1,22,1,SSA
QTSSA001040,99,A,SAN PEDRO HUIMILPAN,1,22,1,SSA
QTSSA001052,99,M,HOSPITAL GENERAL JALPAN,1,22,2,SSA
QTSSA001064,99,F,JALPAN URBANO 1,1,22,1,SSA
QTSSA001076,99,P,UMME EL CARRIZAL,1,22,3,SSA
QTSSA001093,99,A,BARREALES,1,22,1,SSA
QTSSA001105,99,A,LAGUNA DE PITZQUINTLA,1,22,1,SSA
QTSSA001110,99,A,VALLE VERDE,1,22,1,SSA
QTSSA001122,99,A,EL SAUCILLO,1,22,1,SSA
QTSSA001134,99,A,TANCAMA,1,22,1,SSA
QTSSA001146,99,B,TANCOYOL,1,22,1,SSA
QTSSA001151,99,P,UMME EL ZAPOTE,1,22,3,SSA
QTSSA001163,99,A,ZOYAPILCA,1,22,1,SSA
QTSSA001192,99,A,ACATITLÁN DE ZARAGOZA,1,22,1,SSA
QTSSA001204,99,B,AGUA ZARCA,1,22,1,SSA
QTSSA001216,99,P,UMME AGUA ZARCA,1,22,3,SSA
QTSSA001221,99,C,LA LAGUNITA,1,22,1,SSA
QTSSA001233,99,A,EL LOBO,1,22,1,SSA
QTSSA001250,99,A,RÍO VERDITO,1,22,1,SSA
QTSSA001274,99,A,SANTA INES,1,22,1,SSA
QTSSA001286,99,A,TILACO,1,22,1,SSA
QTSSA001291,99,P,UMME LA VUELTA,1,22,3,SSA
QTSSA001303,99,A,VALLE DE GUADALUPE,1,22,1,SSA
QTSSA001315,99,F,LA CAÑADA,1,22,1,SSA
QTSSA001332,99,E,AMAZCALA,1,22,1,SSA
QTSSA001344,99,E,ATONGO,1,22,1,SSA
QTSSA001356,99,F,SAN MIGUEL LÁZARO CÁRDENAS,1,22,1,SSA
QTSSA001390,99,D,LA GRIEGA,1,22,1,SSA
QTSSA001402,99,D,JESÚS MARÍA,1,22,1,SSA
QTSSA001426,99,D,PALO ALTO,1,22,1,SSA
QTSSA001431,99,A,EL PARAÍSO,1,22,1,SSA
QTSSA001443,99,I,PEDRO ESCOBEDO,1,22,1,SSA
QTSSA001460,99,D,EPIGMENIO GONZÁLEZ,1,22,1,SSA
QTSSA001472,99,E,LA D,1,22,1,SSA
QTSSA001484,99,D,ESCOLASTICAS,1,22,1,SSA
QTSSA001496,99,E,LA LIRA,1,22,1,SSA
QTSSA001501,99,A,LA PALMA,1,22,1,SSA
QTSSA001513,99,A,SAN CIRILO,1,22,1,SSA
QTSSA001525,99,E,SAN CLEMENTE,1,22,1,SSA
QTSSA001542,99,D,EL SAUZ,1,22,1,SSA
QTSSA001554,99,E,LA VENTA,1,22,1,SSA
QTSSA001566,99,F,PEÑAMILLER,1,22,1,SSA
QTSSA001595,99,A,CAMARGO,1,22,1,SSA
QTSSA001600,99,A,LOS ENCINOS,1,22,1,SSA
QTSSA001612,99,A,EL FRONTONCILLO,1,22,1,SSA
QTSSA001624,99,A,LA HIGUERA,1,22,1,SSA
QTSSA001636,99,A,MOLINITOS,1,22,1,SSA
QTSSA001653,99,A,PLAZUELA,1,22,1,SSA
QTSSA001665,99,A,EL PORTUGUES,1,22,1,SSA
QTSSA001682,99,A,RÍO BLANCO,1,22,1,SSA
QTSSA001694,99,A,SAN JUANICO,1,22,1,SSA
QTSSA001706,99,B,SAN MIGUEL PALMAS,1,22,1,SSA
QTSSA001711,99,P,UMME PUERTA DEL AIRE,1,22,3,SSA
QTSSA001735,T01,T,CENTRO ESTATAL DE SALUD MENTAL,1,22,1,SSA
QTSSA001740,99,M,HOSPITAL DE ESPECIALIDADES DEL NIÑO Y LA MUJER DR. FELIPE NUÑEZ LARA,1,22,2,SSA
QTSSA001764,99,P,UMME MÓVIL QUERETARO,1,22,1,SSA
QTSSA001793,99,E,JURICA,1,22,1,SSA
QTSSA001810,99,E,MENCHACA,1,22,1,SSA
QTSSA001822,99,E,SAN ANTONIO DE LA PUNTA,1,22,1,SSA
QTSSA001834,99,F,SAN PABLO,1,22,1,SSA
QTSSA001846,99,F,FELIPE CARRILLO PUERTO,1,22,1,SSA
QTSSA001851,99,E,LOMA BONITA,1,22,1,SSA
QTSSA001863,99,S,PEDRO ESCOBEDO,1,22,1,SSA
QTSSA001904,99,B,JOFRITO,1,22,1,SSA
QTSSA001916,99,D,MONTENEGRO,1,22,1,SSA
QTSSA001921,99,E,PIE DE GALLO,1,22,1,SSA
QTSSA001933,99,D,SAN ISIDRO MIRANDA,1,22,1,SSA
QTSSA001945,99,B,SAN JOSÉ BUENAVISTA,1,22,1,SSA
QTSSA001962,99,E,SAN MIGUELITO,1,22,1,SSA
QTSSA001974,99,E,SANTA MARÍA MAGDALENA,1,22,1,SSA
QTSSA002003,99,E,LA SOLANA,1,22,1,SSA
QTSSA002015,99,A,TINAJA DE LA ESTANCIA,1,22,1,SSA
QTSSA002020,99,E,TLACOTE EL BAJO,1,22,1,SSA
QTSSA002044,99,F,SAN JOAQUÍN,1,22,1,SSA
QTSSA002061,99,A,EL APARTADERO,1,22,1,SSA
QTSSA002073,99,P,UMME PUERTO DE GARITA,1,22,3,SSA
QTSSA002085,99,A,SANTIAGO AZOGUEZ,1,22,1,SSA
QTSSA002090,99,A,MARAVILLAS,1,22,1,SSA
QTSSA002102,99,A,SAN CRISTÓBAL,1,22,1,SSA
QTSSA002114,99,B,SANTA MARÍA ALAMOS,1,22,1,SSA
QTSSA002160,99,S,CENTRO DE SALUD URBANO SAN JUAN DEL RÍO,1,22,1,SSA
QTSSA002184,99,D,EL CAZADERO,1,22,1,SSA
QTSSA002196,99,D,SAN JOSÉ GALINDO,1,22,1,SSA
QTSSA002213,99,E,LA LLAVE,1,22,1,SSA
QTSSA002225,99,D,ORGANAL,1,22,1,SSA
QTSSA002230,99,A,SENEGAL DE LAS PALOMAS,1,22,1,SSA
QTSSA002242,99,E,PASO DE MATA,1,22,1,SSA
QTSSA002266,99,A,SAN MIGUEL GALINDO,1,22,1,SSA
QTSSA002271,99,A,SANTA BÁRBARA DE LA CUEVA,1,22,1,SSA
QTSSA002283,99,A,SANTA LUCIA,1,22,1,SSA
QTSSA002300,99,D,SANTA ROSA XAJAY,1,22,1,SSA
QTSSA002312,99,A,EL SITIO,1,22,1,SSA
QTSSA002336,99,B,SAN SEBASTIAN DE LA BARRANCAS,1,22,1,SSA
QTSSA002370,99,D,LOS CERRITOS,1,22,1,SSA
QTSSA002382,99,E,LA FUENTE,1,22,1,SSA
QTSSA002394,99,D,FUENTEZUELAS,1,22,1,SSA
QTSSA002411,99,D,EL TEJOCOTE,1,22,1,SSA
QTSSA002435,99,P,UMME SAN ANTTONIO DE LA CAL,1,22,3,SSA
QTSSA002452,99,A,CARRIZALILLO,1,22,1,SSA
QTSSA002476,99,A,CASAS VIEJAS,1,22,1,SSA
QTSSA002481,99,A,PANALES,1,22,1,SSA
QTSSA002493,99,A,SAN MIGUEL,1,22,1,SSA
QTSSA002522,99,H,LÁZARO CÁRDENAS,1,22,1,SSA
QTSSA002534,99,G,SAN PEDRITO PEÑUELAS,1,22,1,SSA
QTSSA002546,99,F,JALPAN URBANO 2,1,22,1,SSA
QTSSA002551,99,I,CENTRO DE SALUD ORIENTE,1,22,1,SSA
QTSSA002563,99,B,EL CIERVO,1,22,1,SSA
QTSSA002575,99,B,PATHE,1,22,1,SSA
QTSSA002580,99,F,AJUCHITLAN,1,22,1,SSA
QTSSA002592,99,E,SAN NICOLAS,1,22,1,SSA
QTSSA002604,EST02,OFI,CENTRO ESTATAL DE TRASLANTES DE QUERETARO,1,22,3,SSA
QTSSA002616,99,B,EL AGUACATE,1,22,1,SSA
QTSSA002621,UNE99,UNE,CENTRO REGIONAL DE DESARROLLO INFANTIL,1,22,1,SSA
QTSSA002633,99,A,EL REFUGIO,1,22,1,SSA
QTSSA002645,99,B,SAN PEDRO EL VIEJO,1,22,1,SSA
QTSSA002650,99,E,LA PEÑUELA,1,22,1,SSA
QTSSA002662,99,B,CASA BLANCA,1,22,1,SSA
QTSSA002674,99,B,EL LINDERO,1,22,1,SSA
QTSSA002686,99,E,LA VALLA,1,22,1,SSA
QTSSA002691,99,E,LA ESTANCIA,1,22,1,SSA
QTSSA002703,99,K,MENCHACA NORTE,1,22,1,SSA
QTSSA002715,UNE07,UNE,UNIDAD DE ESPECIALIDADES DE ONCOLOGIA,1,22,1,SSA
QTSSA002720,99,B,AGUA FRIA,1,22,1,SSA
QTSSA002732,99,I,COLON,1,22,1,SSA
QTSSA002756,JUR01,OFI,JURISDICCION SANITARA NUM 4,1,22,3,SSA
QTSSA002761,99,E,CENTRO DE SALUD ARCILA,1,22,1,SSA
QTSSA002773,99,P,FAM AGUA FRIA,1,22,3,SSA
QTSSA002785,99,P,FAM ALEJANDRIA DE MORELOS,1,22,3,SSA
QTSSA002790,99,P,FAM EL MADROÑO,1,22,3,SSA
QTSSA002802,99,P,FAM LA FLORIDA,1,22,3,SSA
QTSSA002814,99,P,FAM LA YESCA,1,22,3,SSA
QTSSA002826,99,P,FAM LOMA DE JUAREZ,1,22,3,SSA
QTSSA002831,99,P,FAM TRES LAGUNAS,1,22,3,SSA
QTSSA002843,99,P,FAM EL RANCHITO,1,22,3,SSA
QTSSA002855,99,P,FAM LA BARRANCA,1,22,3,SSA
QTSSA002860,99,P,FAM LA CRUZ,1,22,3,SSA
QTSSA002872,99,P,FAM VAQUERIAS,1,22,3,SSA
QTSSA002884,99,P,FAM COYOTE,1,22,3,SSA
QTSSA002901,99,M,HOSPITAL GENERAL DE QUERETARO,1,22,2,SSA
QTSSA002913,99,P,SERVICIO AMIGABLE ITINERANTE EDUSEX,1,22,1,SSA
QTSSA002925,99,P,FAM LA CAÑADA,1,22,3,SSA
QTSSA002930,99,P,FAM JALPAN DE SERRA,1,22,3,SSA
QTSSA002942,99,P,FAM SAN JUAN DEL RIO,1,22,3,SSA
QTSSA002954,99,P,FAM TOLIMÁN,1,22,3,SSA
QTSSA002966,99,P,FAM EZEQUIEL MONTES,1,22,3,SSA
QTSSA003451,99,CES,CENTRO DE SALUD CON SERVICIOS AMPLIADOS AMEALCO (CESSA AMEALCO),1,22,1,SSA
QTSSA003460,99,A,SAN JUAN BUENAVENTURA,1,22,1,SSA
QTSSA003475,99,P,UMME LA CANTERA,1,22,1,SSA
QTSSA003484,99,P,UMME EL LINDERO,1,22,1,SSA
QTSSA003493,99,P,UMME EL PEDREGAL,1,22,1,SSA
QTSSA003502,99,P,UMME ARBOLEDAS,1,22,1,SSA
QTSSA003511,99,P,UMME LA SOLEDAD,1,22,1,SSA
QTSSA003520,99,P,UMME LA ESTACIÓN,1,22,1,SSA
QTSSA003535,99,P,UMME EL VEGIL,1,22,1,SSA
QTSSA003544,99,P,UMME LA BARRETA,1,22,1,SSA
QTSSA003553,99,P,UMME CERRO DE LA CRUZ,1,22,1,SSA
QTSSA003562,99,P,UMME LA LUZ,1,22,1,SSA
QTSSA003571,99,H,CHICHIMEQUILLAS,1,22,1,SSA
QTSSA003580,99,B,NAVAJAS,1,22,1,SSA
QTSSA003595,99,P,UMME SAN PEDRITO,1,22,1,SSA
QTSSA003604,99,P,UMME RANCHO LARGO,1,22,1,SSA
QTSSA003613,99,B,PEÑA COLORADA,1,22,1,SSA
QTSSA003622,99,E,SAN FANDILA,1,22,1,SSA
QTSSA003631,99,B,SAN IDELFONSO,1,22,1,SSA
QTSSA003640,99,B,PRESA DE BRAVO,1,22,1,SSA
QTSSA003655,99,F,CENTRO DE SALUD EL PALMAR,1,22,1,SSA
QTSSA003664,99,F,CENTRO DE SALUD SAN PABLO,1,22,1,SSA
QTSSA003673,99,C,CENTRO DE SALUD PEÑA BLANCA,1,22,1,SSA
QTSSA003682,99,B,CENTRO DE SALUD VILLA EMILIANO ZAPATA,1,22,1,SSA
QTSSA003691,99,F,CENTRO DE SALUD VILLA PROGRESO,1,22,1,SSA
QTSSA003700,99,B,BUENAVISTA,1,22,1,SSA
QTSSA003715,99,F,LA GOTERA,1,22,1,SSA
QTSSA003724,99,B,MACONI,1,22,1,SSA
QTSSA003733,99,OFI,COMISIÓN DE ARBITRAJE MÉDICO DEL ESTADO DE QUERÉTARO,1,22,3,SSA
QTSSA012113,99,LAB,LABORATORIO ESTATAL DE SALUD PÚBLICA,1,22,3,SSA
QTSSA012154,JUR01,OFI,OFICINAS DE LA JURISDICCIÓN SANITARIA I,1,22,3,SSA
QTSSA012195,JUR01,OFI,OFICINAS DE LA JURISDICCIÓN SANITARIA II,1,22,3,SSA
QTSSA012200,JUR01,OFI,OFICINAS DE LA JURISDICCIÓN SANITARIA III,1,22,3,SSA
QTSSA012240,99,H,SAN JOSÉ EL ALTO,1,22,1,SSA
QTSSA012252,99,G,LA NEGRETA,1,22,1,SSA
QTSSA012264,99,P,FAM CHICHIMEQUILLAS,1,22,1,SSA
QTSSA012276,99,P,FAM SAN JOSÉ BUENAVISTA,1,22,1,SSA
